@HD	VN:1.6
@SQ	SN:1	LN:248956422	M5:6b37e4ff39c7e00f507679167a55ba9f	UR:file:/scratch/arubio/DNAseq/Auxfiles/Homo_sapiens.GRCh38.dna.primary_assembly.fa.gz
@SQ	SN:10	LN:133797422	M5:1cd9bd66345ec9c5aaade7b0d3045e23	UR:file:/scratch/arubio/DNAseq/Auxfiles/Homo_sapiens.GRCh38.dna.primary_assembly.fa.gz
@SQ	SN:11	LN:135086622	M5:bba47ca8b58d83458371652b3b6bf08d	UR:file:/scratch/arubio/DNAseq/Auxfiles/Homo_sapiens.GRCh38.dna.primary_assembly.fa.gz
@SQ	SN:12	LN:133275309	M5:c9fdbeb6f1f2792ec4aaae25e5f555eb	UR:file:/scratch/arubio/DNAseq/Auxfiles/Homo_sapiens.GRCh38.dna.primary_assembly.fa.gz
@SQ	SN:13	LN:114364328	M5:4a8adc5a09fe0a0b2b8adb02551ea3ee	UR:file:/scratch/arubio/DNAseq/Auxfiles/Homo_sapiens.GRCh38.dna.primary_assembly.fa.gz
@SQ	SN:14	LN:107043718	M5:c80c64181132d1df9395a933585be96c	UR:file:/scratch/arubio/DNAseq/Auxfiles/Homo_sapiens.GRCh38.dna.primary_assembly.fa.gz
@SQ	SN:15	LN:101991189	M5:f4322f344294d452445d50bcf04268de	UR:file:/scratch/arubio/DNAseq/Auxfiles/Homo_sapiens.GRCh38.dna.primary_assembly.fa.gz
@SQ	SN:16	LN:90338345	M5:e9fb261ece1af7fc02031d1603a7b0c0	UR:file:/scratch/arubio/DNAseq/Auxfiles/Homo_sapiens.GRCh38.dna.primary_assembly.fa.gz
@SQ	SN:17	LN:83257441	M5:aec0d6b4bd6234df7db6badf392bfca9	UR:file:/scratch/arubio/DNAseq/Auxfiles/Homo_sapiens.GRCh38.dna.primary_assembly.fa.gz
@SQ	SN:18	LN:80373285	M5:a9025c146231bf8764af0605e8934adb	UR:file:/scratch/arubio/DNAseq/Auxfiles/Homo_sapiens.GRCh38.dna.primary_assembly.fa.gz
@SQ	SN:19	LN:58617616	M5:068bdb24be5f21490cd21350ea05f5eb	UR:file:/scratch/arubio/DNAseq/Auxfiles/Homo_sapiens.GRCh38.dna.primary_assembly.fa.gz
@SQ	SN:2	LN:242193529	M5:49e9875f49b905fe6f1ebb981e2635e4	UR:file:/scratch/arubio/DNAseq/Auxfiles/Homo_sapiens.GRCh38.dna.primary_assembly.fa.gz
@SQ	SN:20	LN:64444167	M5:5ac094992585421b66a4d738d24d40a9	UR:file:/scratch/arubio/DNAseq/Auxfiles/Homo_sapiens.GRCh38.dna.primary_assembly.fa.gz
@SQ	SN:21	LN:46709983	M5:010ab042e830057898f840a28b99d5f7	UR:file:/scratch/arubio/DNAseq/Auxfiles/Homo_sapiens.GRCh38.dna.primary_assembly.fa.gz
@SQ	SN:22	LN:50818468	M5:170a5b7f9d9b86d4aec9d13b5cdb1608	UR:file:/scratch/arubio/DNAseq/Auxfiles/Homo_sapiens.GRCh38.dna.primary_assembly.fa.gz
@SQ	SN:3	LN:198295559	M5:599f6bedf84d0f65e2b1125261a6f0fe	UR:file:/scratch/arubio/DNAseq/Auxfiles/Homo_sapiens.GRCh38.dna.primary_assembly.fa.gz
@SQ	SN:4	LN:190214555	M5:cb103dfbf1c7d51b07eb855c0b55b20d	UR:file:/scratch/arubio/DNAseq/Auxfiles/Homo_sapiens.GRCh38.dna.primary_assembly.fa.gz
@SQ	SN:5	LN:181538259	M5:32df412fee61ee5cdd49af36877fd82b	UR:file:/scratch/arubio/DNAseq/Auxfiles/Homo_sapiens.GRCh38.dna.primary_assembly.fa.gz
@SQ	SN:6	LN:170805979	M5:4457a6054814f16800ba6798456501c5	UR:file:/scratch/arubio/DNAseq/Auxfiles/Homo_sapiens.GRCh38.dna.primary_assembly.fa.gz
@SQ	SN:7	LN:159345973	M5:a48430964681abeace31f885f7009f05	UR:file:/scratch/arubio/DNAseq/Auxfiles/Homo_sapiens.GRCh38.dna.primary_assembly.fa.gz
